name,city,province,latitude,longitude,categories,primaryCategories,review_count,avg_rating
The Westin San Diego Gaslamp Quarter,San Diego,CA,32.7146,-117.1624,"Hotel,Hotels Motels,Family-friendly Hotels,Weekend Getaway Hotels,Luxury Hotels,Resorts,Ski Resorts,Boutique Hotels,Conventions,Lodging,Business Hotels",Accommodation & Food Services,6,4.5
Hampton Inn Las Vegas North Speedway,North Las Vegas,NV,36.24119,-115.11024,"Hotel,Hotels,Lodging,Corporate Lodging",Accommodation & Food Services,3,4.666666666666667
Courtyard Las Vegas Henderson/Green Valley,Henderson,NV,36.072049,-115.081676,"Hotels Motels,Hotel",Accommodation & Food Services,1,4.0
Loews Portofino Bay Hotel at Universal Orlando,Orlando,FL,28.480418,-81.461524,"Hotels,Hotel and motel consultants,Resort,Hotels and motels,Karaoke,Hotel,Restaurants",Accommodation & Food Services,2,4.0
Hyatt Regency Grand Cypress,Orlando,FL,28.382258,-81.510118,"Resort,Budget Hotels,Weekend Getaway Hotels,Tourist Hotels,Lodging,Caf,Hotel, Cemetery, and Parking,Hotels Motels,Family-friendly Hotels,Hotel,Business Hotels,Café",Accommodation & Food Services,21,4.476190476190476
Holiday Inn Express Alpharetta - Roswell,Alpharetta,GA,34.038079,-84.297421,"Hotels and motels,Resorts,Budget Hotels,Weekend Getaway Hotels,Tourist Hotels,Lodging,Hotels Motels,Family-friendly Hotels,Beach Hotels,Business Hotels,Hotel",Accommodation & Food Services,2,4.5
Tawas Bay Beach Resort,East Tawas,MI,44.279312,-83.4876,"Resorts,Bars & Pubs,Bars Pubs,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,1,4.0
Holiday Inn Express Suites Northwood,Northwood,IA,43.446304,-93.35595,"Hotel,Hotels and motels,Hotels,Lodging,Motels",Accommodation & Food Services,1,4.0
Residence Inn Chicago Bloomingdale,Bloomingdale,IL,41.940625,-88.113973,"Travel & Transport,Hotels & Motels,Hotel",Accommodation & Food Services,1,5.0
"The Press Hotel, Autograph Collection",Portland,ME,43.658943,-70.25625,"Hotels,Hotel",Accommodation & Food Services,5,5.0
ARIA Resort Casino,Las Vegas,NV,36.107741,-115.176268,"Hotels,Casinos,Resorts,Resort,Casino,Hotel",Accommodation & Food Services,139,4.503597122302159
Staybridge Suites Rockford,Rockford,IL,42.272957,-88.969315,"Hotels,Hotels and motels,Hotel and motel reservations,Conference Room,Meeting Room,Hotel",Accommodation & Food Services,3,4.666666666666667
W Austin,Austin,TX,30.265,-97.7467,"Hotels,Boutique Hotels,Weekend Getaway Hotels,Lodging,Hotels Motels,Luxury Hotels,Family-friendly Hotels,Hotel,Business Hotels",Accommodation & Food Services,3,4.666666666666667
Best Western Plus Heritage Inn Rancho Cucamonga/Ontario,Rancho Cucamonga,CA,34.105037,-117.566156,"Corporate Housing,Hotels,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,4,3.5
Hotel Lincoln,Chicago,IL,41.9156,-87.63436,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel,Restaurants",Accommodation & Food Services,8,4.25
Auburn Travelodge Inn & Suites,Auburn,WA,47.3228,-122.2288,"Hotels and motels,Budget Hotels,Hotels Motels,Hotel",Accommodation & Food Services,1,4.0
Biddeford Motel,Biddeford,ME,43.46864,-70.48605,"Hotels,Hotels and motels,Travel and Tourism,Lodging,Motels,Hotel",Accommodation & Food Services,1,1.0
Best Western Granbury Inn Suites,Granbury,TX,32.4386,-97.7612,"Hotel,Hotels Motels",Accommodation & Food Services,3,3.3333333333333335
Omni Royal Orleans,New Orleans,LA,29.956219,-90.065894,"Hotels,Resort,Lodging,Hotel",Accommodation & Food Services,44,4.5
Hilton Garden Inn Williamsburg,Williamsburg,VA,37.2933535,-76.72572613,"Hotel,Hotels Motels",Accommodation & Food Services,10,4.0649999999999995
The Bertram Inn & Conference Center,Aurora,OH,41.334415,-81.36336,"Hotels and motels,Hotel,Convention Center",Accommodation & Food Services,1,2.0
Flamingo Inn Rosemead,Rosemead,CA,34.062984,-118.08123,"Boutique Hotels,Family-Friendly Hotels,Hotels and motels,Hotel and motel reservations,Resorts,Hotels & Motels,Business Hotels,Hotel",Accommodation & Food Services,1,4.0
Travelodge-lax South,El Segundo,CA,33.92775,-118.39677,"Family-Friendly Hotels,Budget Hotels,Hotels and motels,Hotel and motel reservations,Tourist Hotels,Hotels & Travel,Hotels & Motels,Business Hotels,Hotel",Accommodation & Food Services,10,3.5
Cloverleaf Residence Suites,Dublin,OH,40.10829,-83.09834,"Hotels,Apartments,Hotels and motels,Corporate housing,Hotel",Accommodation & Food Services,1,4.0
The Gables Inn Sausalito,Sausalito,CA,37.854683,-122.47998,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,3,4.666666666666667
Drury Plaza Hotel Indianapolis Carmel,Indianapolis,IN,39.92786,-86.15773,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,1,5.0
Ocean Suites,Brookings,OR,42.0436,-124.2634,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,2,5.0
The Saga Motor Hotel,Pasadena,CA,34.146194,-118.11679,"Hotels,Hotels and motels,Hotel and motel reservations,Motel,Lodging,Motels,Hotel",Accommodation & Food Services,2,3.0
La Cuesta Inn,San Luis Obispo,CA,35.29105,-120.64943,"Hotels,Bed and Breakfast and Inns,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,3,3.6666666666666665
Inn At San Luis Obispo,San Luis Obispo,CA,35.2892,-120.6509,"Hotels and motels,Hotel and motel reservations,Resorts,Budget Hotels,Hotel and motel mgmt.,Lodging,Hotels Motels,Family-friendly Hotels,Business Hotels,Hotel",Accommodation & Food Services,4,4.25
Desert Lodge,Palm Springs,CA,33.8071,-116.5457,"Beauty,Hotels,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,4,1.75
Candlewood Suites Orange County/Irvine East,Lake Forest,CA,33.658707,-117.69878,"Hotel & Motel Reservations,Accommodation Reservations,Hotels,Hotel, Conference Room, and Meeting Room,Hotels and motels,Accommodations & Lodging,Motels,Hotel",Accommodation & Food Services,1,5.0
Hyatt Regency-valencia,Valencia,CA,34.417657,-118.562905,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,9,3.5555555555555554
Motel 6,Buena Park,CA,33.858124,-118.02875,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotels & Motels,Motels,Hotel",Accommodation & Food Services,8,3.375
Nites Inn,Barstow,CA,34.89566,-117.04284,"Hotels,Bed and Breakfast and Inns,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",Accommodation & Food Services,1,2.0
Pacific Shores Inn,Morro Bay,CA,35.3666,-120.8507,"Hotels,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,14,3.357142857142857
Aloft Cleveland Downtown,Cleveland,OH,41.501,-81.7045,"Hotels,Hotels and motels,Lodging,Real estate,Hotel",Accommodation & Food Services,3,4.333333333333333
Best Western-ashburn Inn,Ashburn,GA,31.71023,-83.63835,"Hotels,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotel",Accommodation & Food Services,3,4.0
Holiday Inn Express & Suites Atlanta East - Lithonia,Lithonia,GA,33.697,-84.0928,"Hotels and motels,Resorts,Budget Hotels,Lodging,Family-friendly Hotels,Convention information bureaus,Convention services and facilities,Hotel and motel reservations,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Hotels & Motels,Beach Hotels,Business Hotels,Hotel",Accommodation & Food Services,1,5.0
Holiday Inn Express & Suites Columbus Univ Area - Osu,Columbus,OH,40.0231,-83.0258,"Hotels and motels,Resorts,Budget Hotels,Corporate Lodging,Lodging,Family-friendly Hotels,Hotels,Hotel and motel reservations,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,1,5.0
Holiday Inn Express & Suites Columbus - Polaris Parkway,Columbus,OH,40.144894,-82.966156,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,1,5.0
Innkeeper Danville West,Danville,VA,36.58691,-79.42383,"Hotels and motels,Travel and Tourism,Hotel",Accommodation & Food Services,1,5.0
Holiday Inn Express Clermont,Clermont,FL,28.5474,-81.5775,"Travel,Hotels and motels,Resorts,Budget Hotels,Weekend Getaway Hotels,Tourist Hotels,Lodging,Hotels Motels,Family-friendly Hotels,Beach Hotels,Business Hotels,Hotel",Accommodation & Food Services,2,3.0
Bougainvillea On The Beach,Hollywood,FL,26.02868,-80.11487,"Hotels,Hotels and motels,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,1,5.0
Quality Inn,Brooksville,FL,28.52093,-82.56659,"Hotels,Hotels and motels,Budget Hotels,Corporate Lodging,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Business Hotels,Hotel",Accommodation & Food Services,54,3.759259259259259
Ramada Hialeah Miami Airport,Hialeah,FL,25.865461,-80.321754,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,6,2.1666666666666665
Aloft Jacksonville Tapestry Park,Jacksonville,FL,30.25989,-81.55502,"Hotels,Bar,Hotels and motels,Hotel Bar,Lodging,Cocktail Bar,Hotel",Accommodation & Food Services,5,4.8
Orange Motel,Clearwater,FL,27.96103,-82.76515,"Hotels and motels,Hotel",Accommodation & Food Services,2,4.5
Hampton Inn & Suites Bradenton Downtown Historic District,Bradenton,FL,27.49698,-82.57156,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,1,5.0
Cozy Villa Motel,Daytona Beach,FL,29.23433,-81.03581,"Hotels,Resorts,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,1,5.0
Sea-Aire Motel,Cocoa Beach,FL,28.32162,-80.60826,"Hotels and motels,Hotel and motel reservations,Motels,Hotel",Accommodation & Food Services,2,4.5
Echo Sails Motel,Clearwater Beach,FL,27.9744,-82.82767,"Hotels,Apartments,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",Accommodation & Food Services,1,5.0
Dolphin Key Resort,Cape Coral,FL,26.560802,-81.945294,"Hotels,Resort,Hotels and motels,Resorts,Hotel",Accommodation & Food Services,1,4.0
Best Western Pasadena Royale,Pasadena,CA,34.146263,-118.076069,"Hotels,Hotels and motels,Hotel and motel mgmt.,Hotel",Accommodation & Food Services,2,4.5
Holiday Inn Express & Suites Lake Placid,Lake Placid,FL,27.317506,-81.355336,"Hotels and motels,Budget Hotels,Resorts,Lodging,Family-Friendly Hotels,Hotel and motel reservations,Weekend Getaway Hotels,Tourist Hotels,Hotel and Meeting Room,Hotels & Motels,Hotel,Banquet facilities,Business Hotels,Beach Hotels",Accommodation & Food Services,1,4.0
Imperial Waters,Old Orchard Beach,ME,43.5178,-70.37599,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,1,5.0
Elmwood Motor Court,Old Orchard Beach,ME,43.50946,-70.40011,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,2,4.0
Island View Motel,Old Orchard Beach,ME,43.52749,-70.36469,"B&bs / Inns,Hotels and motels,Hotel",Accommodation & Food Services,1,4.0
Hampton Inn-saco/biddeford,Saco,ME,43.52541,-70.44626,"Hotels,Hotels and motels,Hotel and motel reservations,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,4,4.5
The Lodge At Russell,Russell,KS,38.87145,-98.85518,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,1,2.0
Residence Inn By Marriott Waldorf,Waldorf,MD,38.63036,-76.91391,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotel",Accommodation & Food Services,1,5.0
Hampton Inn & Suites Cedar Rapids North,Cedar Rapids,IA,42.0307,-91.65062,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,1,5.0
Hampton Inn & Suites Altoona-des Moines,Altoona,IA,41.66305,-93.46723,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,1,5.0
Drury Inn & Suites Charlotte Northlake,Charlotte,NC,35.34992,-80.84909,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",Accommodation & Food Services,25,4.76
Best Western Plus Stevenson Manor,Calistoga,CA,38.58398,-122.57573,"Hotels,Hotels and motels,Hotel and motel mgmt.,American restaurants,Lodging,Hotels Motels,Hotel,Restaurants",Accommodation & Food Services,3,4.333333333333333
Super 8-dover,Dover,DE,39.170773,-75.520515,"Hotels and motels,Hotel and motel reservations,Budget Hotels,Tourist Hotels,Lodging,Hotels Motels,Family-friendly Hotels,Business Hotels,Hotel",Accommodation & Food Services,3,2.3333333333333335
Coconut Waikiki Hotel,Honolulu,HI,21.281084,-157.82661,"Condominiums,Hotels,Hotels and motels,Hotel and motel reservations,Resorts,Resort,Lodging,Hotel",Accommodation & Food Services,35,4.257142857142857
Golden North Motel,Fairbanks,AK,64.83452,-147.82867,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels",Accommodation & Food Services,1,3.0
Aviator Hotel Anchorage,Anchorage,AK,61.21157,-149.87608,"Hotels,Hotels and motels,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,1,3.0
Simmons Suites,Bentonville,AR,36.38413,-94.17688,"Hotels,Hotels and motels,Hotel Bar,Motels,Hotel",Accommodation & Food Services,1,5.0
Ramada-kingman,Kingman,AZ,35.21297,-114.01386,"Hotels,Travel,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,2,3.5
Westgate Inn & Suites,Clarksville,TN,36.54179,-87.36624,"Hotels,Water Parks and Slides,Hotels and motels,Hotel and motel reservations,Hotels-Apartment,Hotel,Hotel Pool",Accommodation & Food Services,5,3.0
Mainstay Suites-fort Campbell,Clarksville,TN,36.5963,-87.29032,"Hotels,Hotel & Motel Reservations,Hotels and motels,Hotel and motel reservations,Lodging,Accommodations & Lodging,Hotels & Motels,Extended Stay Hotels,Motels",Accommodation & Food Services,1,5.0
Hampton Inn & Suites Brookings,Brookings,SD,44.31067,-96.7555,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,1,5.0
Hampton Inn-athens,Athens,GA,33.95039,-83.41023,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,5,4.4
Chalet Inn,Gatlinburg,TN,35.7106,-83.52403,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,2,3.0
Travelodge-beckley,Beckley,WV,37.7889,-81.2117,"Hotels,Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotel",Accommodation & Food Services,2,3.0
Plantation Inn & Suites,Jane Lew,WV,39.098763,-80.3915,"Hotels,Hotels and motels,Hotel and motel reservations,Corporate Lodging,Lodging,Bed & Breakfast & Inns,Motels,Hotel",Accommodation & Food Services,3,3.0
Roscoe Motor Inn,Coshocton,OH,40.26929,-81.87704,"Hotels,Bed and Breakfast and Inns,Hotels and motels,Lodging,Hotels Motels,Motels,Hotels & Motels,Hotel",Accommodation & Food Services,1,2.0
Hampton Inn-elkhorn,Elkhorn,WI,42.695164,-88.54378,"Hotels,Hotels and motels,Corporate Lodging,Hotel and Gym / Fitness Center,Lodging,Bed & Breakfast & Inns,Hotel",Arts Entertainment & Recreation,6,4.166666666666667
Holiday Inn Express & Suites Fond Du Lac,Fond du Lac,WI,43.75597,-88.475136,"Hotels and motels,Hotel",Accommodation & Food Services,3,4.0
Copperleaf Hotel,Appleton,WI,44.26216,-88.40905,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,2,4.5
Best Western Appleton Inn,Appleton,WI,44.261,-88.4536,"Hotels and motels,Hotel and motel mgmt.,Hotels Motels",Accommodation & Food Services,3,4.0
Hampton Inn & Suites Bend,Bend,OR,44.04403,-121.32173,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,3,4.666666666666667
Chalet Motel,Bend,OR,44.04478,-121.30175,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,1,4.0
Hampton Inn-janesville,Janesville,WI,42.7283,-88.99373,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,4,4.75
Riverside Inn,Grants Pass,OR,42.4311,-123.3325,"Hotels,Hotels and motels,Resorts,Hotel and motel reservations,Lodging,Hotels Motels,Motels,Bed & Breakfast & Inns,Hotel",Accommodation & Food Services,5,4.4
Motel Del Rogue,Grants Pass,OR,42.42488,-123.28828,"Hotels,Hotels and motels,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,2,4.0
Staybridge Suites Chantilly Dulles Airport,Chantilly,VA,38.8992,-77.42921,"Hotels,Hotel, Conference Room, and Meeting Room,Hotels and motels,Hotel",Accommodation & Food Services,5,4.0
Staybridge Suites El Paso Airport Area,El Paso,TX,31.77836,-106.39386,"Hotels and motels,Budget Hotels,Lodging,Extended Stay,Family-Friendly Hotels,Weekend Getaway Hotels,Conference Room,Tourist Hotels,Meeting Room,Hotels & Motels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,1,5.0
Holiday Inn Express Washington Dc Sw - Springfield,Springfield,VA,38.7807,-77.1829,"Family-Friendly Hotels,Hotels and motels,Resorts,Budget Hotels,Weekend Getaway Hotels,Tourist Hotels,Lodging,Hotels Motels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,1,3.0
Century Hotel,Tualatin,OR,45.38189,-122.76094,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",Accommodation & Food Services,2,4.5
Best Western University Inn & Suites,Forest Grove,OR,45.52033,-123.07692,"Hotels,Hotels and motels,Travel and Tourism,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,2,5.0
University Inn Corvallis,Corvallis,OR,44.56205,-123.26366,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,1,5.0
La Quinta Inn & Suites Corsicana,Corsicana,TX,32.100357,-96.44006,"Bed Breakfasts,Office and loft buildings,Hotels and motels,Budget Hotels,Apartment Hotels,Business Services,Lodging,Family-friendly Hotels,Hotels,Travel,Extended Stay,Hotel and motel reservations,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Beach Hotels,Business Hotels,Hotel",Accommodation & Food Services,2,5.0
Americas Best Value Inn-corpus Christi North/airport,Corpus Christi,TX,27.80167,-97.48389,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,2,2.0
La Quinta Inn & Suites Dallas Grand Prairie South,Grand Prairie,TX,32.67507,-97.0321,"Office and loft buildings,Hotels and motels,Budget Hotels,Apartment Hotels,Lodging,Luxury Hotels,Family-friendly Hotels,Travel,Extended Stay,Hotel and motel reservations,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Hotels & Motels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,4,4.25
Holiday Inn Express & Suites Amarillo West,Amarillo,TX,35.191731,-101.935261,"Hotel & Motel Reservations,Hotels and motels,Budget Hotels,Resorts,Meeting Facilities,Lodging,Accommodations & Lodging,Motels,Accommodation Reservations,Hotels,Family-Friendly Hotels,Weekend Getaway Hotels,Wedding Sites,Tourist Hotels,Hotels & Motels,Business Hotels,Hotel,Beach Hotels",Accommodation & Food Services,7,4.714285714285714
Budget Inn,Panhandle,TX,35.33854,-101.37998,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,9,2.0
Quality Inn & Suites Nj State Capital Area,Morrisville,PA,40.20745,-74.7753,"Hotels,Hotels and motels,Motels,Hotel,Lodges",Accommodation & Food Services,5,3.6
